customer_id,age,gender,tenure,usage_frequency,support_calls,payment_delay,subscription_type,contract_length,total_spend,last_interaction
1648,35,Male,21,18,8,15,Standard,Quarterly,2577.17,27
1649,59,Male,53,5,7,27,Basic,Quarterly,1265.92,28
1650,56,Female,10,11,2,29,Standard,Quarterly,3646.56,28
1651,34,Female,53,13,9,11,Premium,Monthly,3259.82,5
1652,31,Male,46,3,4,8,Basic,Annual,2063.79,43
1653,48,Female,45,17,7,6,Premium,Quarterly,3640.52,39
1654,41,Female,9,25,1,9,Premium,Quarterly,582.63,10
1655,52,Male,38,18,6,28,Basic,Quarterly,3772.69,9
1656,61,Female,6,14,9,26,Premium,Monthly,3054.25,20
1657,62,Male,51,12,9,16,Basic,Annual,3187.41,29
1658,51,Male,53,14,6,17,Premium,Annual,416.85,47
1659,20,Male,42,26,7,24,Standard,Quarterly,3128.86,29
1660,54,Male,55,18,0,25,Premium,Monthly,2521.2,28
1661,60,Female,35,20,7,6,Premium,Annual,2480.73,11
1662,57,Male,18,2,0,26,Basic,Annual,1677.08,21
1663,43,Male,53,7,2,2,Standard,Monthly,137.31,35
1664,40,Male,19,15,8,14,Premium,Annual,2170.92,23
1665,61,Male,5,28,3,15,Premium,Monthly,2064.49,29
1666,56,Female,25,10,9,20,Standard,Annual,2171.75,15
1667,32,Female,11,15,8,16,Standard,Monthly,3098.77,17
1668,66,Female,10,17,0,12,Standard,Quarterly,1569.54,24
1669,21,Male,17,11,7,25,Standard,Annual,1419.98,35
1670,46,Female,36,2,2,2,Standard,Annual,2539.13,20
1671,39,Female,26,27,6,26,Premium,Annual,3002.36,58
1672,42,Male,31,21,1,19,Standard,Monthly,2879.91,36
1673,30,Female,32,18,6,19,Standard,Annual,4420.04,11
1674,35,Male,21,25,6,22,Premium,Annual,3868.81,55
1675,50,Female,18,4,8,4,Basic,Monthly,355.73,30
1676,33,Female,18,9,1,8,Premium,Annual,2861.03,39
1677,62,Female,1,27,7,22,Basic,Annual,2147.29,20
1678,59,Female,14,28,4,17,Standard,Monthly,1869.15,22
1679,61,Male,8,17,9,28,Basic,Monthly,4793.69,24
1680,19,Male,2,17,8,10,Premium,Monthly,2338.3,58
1681,52,Female,51,17,7,10,Basic,Annual,3625.23,14
1682,59,Male,15,16,2,15,Basic,Quarterly,4838.73,36
1683,51,Female,34,20,2,7,Basic,Monthly,839.9,13
1684,47,Female,36,25,9,26,Standard,Annual,367.62,1
1685,30,Female,1,8,7,1,Premium,Quarterly,1636.74,55
1686,30,Female,51,23,8,22,Basic,Quarterly,317.78,50
1687,35,Female,21,15,1,20,Standard,Monthly,672.15,27
1688,49,Female,42,1,2,9,Premium,Monthly,4959.38,13
1689,49,Male,1,19,7,5,Premium,Monthly,4804.88,35
1690,52,Male,32,25,1,26,Premium,Monthly,3487.33,8
1691,56,Female,20,15,7,3,Premium,Monthly,3789.64,18
1692,63,Male,54,9,4,20,Standard,Annual,788.41,34
1693,69,Female,47,5,5,27,Premium,Annual,3016.65,52
1694,46,Male,36,16,9,4,Basic,Monthly,856.62,6
1695,66,Male,39,28,3,22,Premium,Annual,1954.09,58
1696,46,Male,30,13,2,10,Premium,Monthly,1792.19,27
1697,61,Female,7,16,7,11,Standard,Monthly,3108.41,18
1698,33,Male,22,22,8,15,Basic,Quarterly,490.5,57
1699,61,Female,57,11,7,19,Basic,Monthly,606.96,50
1700,64,Female,50,13,8,20,Standard,Quarterly,3088.67,9
1701,27,Female,45,6,0,13,Standard,Annual,3216.98,15
1702,47,Male,10,26,4,13,Basic,Monthly,1765.42,23
1703,42,Male,56,20,6,19,Basic,Quarterly,819.67,59
1704,56,Male,8,17,7,19,Premium,Quarterly,4441.79,3
1705,37,Female,27,5,1,14,Standard,Annual,359.45,57
1706,22,Female,10,29,3,7,Basic,Quarterly,3615.14,9
1707,18,Male,14,17,6,26,Basic,Monthly,786.22,22
1708,47,Female,46,1,4,4,Standard,Monthly,3223.13,50
1709,66,Male,59,27,0,28,Standard,Quarterly,3351.91,23
1710,20,Male,52,5,1,8,Basic,Monthly,4040.87,20
1711,62,Male,54,5,4,20,Standard,Monthly,2035.62,52
1712,31,Male,11,7,5,15,Basic,Quarterly,206.8,7
1713,47,Female,6,16,0,23,Basic,Annual,4074.14,53
1714,67,Male,21,18,2,2,Premium,Annual,2275.93,17
1715,21,Male,33,6,5,11,Premium,Monthly,4250.74,3
1716,35,Male,19,2,5,6,Standard,Quarterly,3902.33,7
1717,54,Male,39,13,6,16,Standard,Monthly,2541.7,13
1718,42,Male,24,10,9,14,Basic,Monthly,4997.06,41
1719,65,Male,18,21,2,14,Premium,Quarterly,2364.17,41
1720,18,Male,35,20,0,11,Standard,Annual,3512.87,23
1721,63,Female,52,11,6,20,Basic,Monthly,3382.04,37
1722,32,Female,43,26,2,1,Premium,Annual,2638.53,4
1723,26,Female,37,21,4,7,Basic,Monthly,2968.22,9
1724,32,Female,19,2,3,27,Premium,Quarterly,4013.18,6
1725,66,Male,53,8,0,21,Basic,Quarterly,2900.91,42
1726,41,Female,24,24,6,4,Premium,Annual,2305.73,18
1727,21,Female,56,22,3,29,Basic,Monthly,3344.2,35
1728,29,Female,34,19,0,2,Basic,Quarterly,273.99,23
1729,54,Male,22,20,5,29,Standard,Monthly,635.05,31
1730,54,Female,4,17,3,28,Premium,Monthly,714.59,20
1731,60,Female,57,16,3,0,Premium,Annual,2186.26,7
1732,23,Male,10,25,1,29,Standard,Monthly,4371.7,12
1733,56,Female,2,10,0,15,Standard,Monthly,3252.14,37
1734,63,Male,8,5,2,9,Basic,Annual,4865.83,49
1735,41,Female,33,14,9,25,Premium,Quarterly,295.71,58
1736,28,Male,59,24,4,9,Basic,Monthly,3637.83,51
1737,30,Female,38,19,8,29,Basic,Monthly,1639.59,57
1738,51,Female,43,4,6,10,Basic,Quarterly,214.1,4
1739,42,Female,59,20,3,25,Standard,Annual,4147.04,12
1740,24,Male,28,16,7,11,Premium,Quarterly,897.2,53
1741,69,Female,10,24,3,7,Standard,Monthly,1148.97,15
1742,21,Male,45,15,5,26,Standard,Monthly,1768.28,2
1743,25,Male,1,28,0,4,Premium,Annual,3962.95,58
1744,37,Male,34,9,5,8,Premium,Annual,3160.49,47
1745,46,Male,3,3,9,10,Standard,Quarterly,1397.82,11
1746,68,Female,9,23,4,14,Standard,Annual,925.6,56
1747,62,Female,5,9,1,22,Standard,Quarterly,636.79,33
1748,63,Female,42,18,0,16,Premium,Quarterly,834.1,14
1749,27,Male,10,4,5,10,Premium,Monthly,4353.91,27
1750,60,Female,12,19,1,12,Basic,Quarterly,4621.15,4
1751,51,Male,18,24,8,16,Premium,Quarterly,4842.99,38
1752,43,Male,58,4,8,22,Standard,Annual,4190.19,40
1753,58,Male,21,9,0,26,Premium,Annual,4448.21,20
1754,66,Female,21,1,4,6,Premium,Monthly,4098.91,2
1755,20,Female,1,1,7,8,Premium,Monthly,4794.47,4
1756,23,Male,3,20,3,17,Standard,Monthly,4243.69,49
1757,22,Female,5,19,2,22,Basic,Quarterly,2363.81,24
1758,22,Female,25,3,4,17,Basic,Annual,1683.95,9
1759,64,Male,58,10,4,29,Standard,Quarterly,2962.64,19
1760,40,Male,49,12,7,9,Standard,Monthly,3080.1,8
1761,66,Female,8,18,5,11,Basic,Annual,2917.08,41
1762,26,Male,17,14,1,25,Standard,Quarterly,3562.96,28
1763,52,Male,9,10,0,17,Premium,Annual,3524.99,13
1764,37,Female,32,10,2,20,Premium,Quarterly,527.25,8
1765,66,Female,6,18,1,8,Basic,Monthly,1499.06,14
1766,59,Male,49,24,3,8,Premium,Quarterly,4460.31,50
1767,52,Female,40,1,2,9,Basic,Quarterly,2991.17,50
1768,67,Male,21,15,8,0,Standard,Monthly,1709.77,10
1769,35,Male,7,8,4,10,Basic,Monthly,4267.25,20
1770,34,Female,7,26,3,13,Basic,Quarterly,1320.31,1
1771,41,Male,47,3,9,22,Premium,Quarterly,2105.08,12
1772,20,Male,39,18,8,25,Basic,Quarterly,1453.65,35
1773,49,Male,54,9,3,29,Basic,Monthly,4369.61,20
1774,52,Female,27,16,5,9,Basic,Monthly,3668.61,12
1775,55,Female,8,21,9,27,Standard,Monthly,2355.11,50
1776,30,Female,9,15,0,13,Premium,Annual,4668.27,12
1777,64,Male,28,5,1,18,Premium,Annual,4644.48,39
1778,42,Male,15,13,3,25,Basic,Monthly,3586.47,29
1779,26,Female,2,22,8,9,Basic,Annual,4470.77,58
1780,21,Female,7,20,5,16,Standard,Annual,3625.03,3
1781,31,Female,47,7,5,1,Premium,Quarterly,3178.24,7
1782,54,Male,18,16,8,21,Premium,Quarterly,2161.84,23
1783,51,Female,22,7,3,13,Basic,Quarterly,1440.0,13
1784,28,Male,50,27,2,25,Standard,Annual,395.26,11
1785,58,Female,10,25,6,17,Standard,Annual,4024.26,25
1786,20,Male,54,22,6,1,Basic,Quarterly,698.6,52
1787,45,Male,50,16,8,19,Basic,Quarterly,2110.71,20
1788,46,Female,33,13,5,18,Basic,Monthly,1249.71,49
1789,26,Male,7,17,1,23,Basic,Annual,2327.67,47
1790,20,Female,3,9,5,7,Basic,Quarterly,1643.42,27
1791,42,Male,14,12,7,5,Standard,Quarterly,4165.5,6
1792,51,Male,44,13,5,19,Standard,Quarterly,4893.07,6
1793,29,Female,46,26,8,6,Basic,Annual,4713.62,39
1794,59,Male,36,9,3,24,Basic,Quarterly,3149.61,41
1795,26,Female,13,5,2,12,Premium,Quarterly,4898.46,58
1796,32,Female,16,7,4,1,Standard,Quarterly,2063.54,58
1797,57,Female,16,1,2,21,Standard,Quarterly,2660.19,58
1798,42,Male,54,4,1,6,Basic,Quarterly,1358.56,9
1799,22,Male,5,28,1,0,Standard,Monthly,4500.11,21
1800,28,Male,52,26,3,5,Standard,Quarterly,980.57,18
1801,51,Female,25,4,2,15,Standard,Monthly,3091.39,1
1802,41,Female,38,16,8,7,Premium,Annual,4017.33,50
1803,32,Male,38,5,6,12,Standard,Annual,3017.45,50
1804,55,Male,50,22,5,22,Basic,Annual,486.0,12
1805,25,Female,38,4,9,17,Standard,Annual,3096.09,1
1806,22,Male,39,6,7,13,Standard,Annual,3858.69,28
1807,65,Female,56,26,8,17,Premium,Quarterly,1020.36,24
1808,43,Male,56,23,2,28,Standard,Quarterly,3711.07,19
1809,35,Female,48,3,9,3,Premium,Annual,4405.03,58
1810,23,Male,41,25,6,14,Premium,Quarterly,4933.65,14
1811,54,Male,26,8,8,4,Premium,Monthly,2109.29,14
1812,65,Female,59,17,0,20,Standard,Monthly,223.3,26
1813,30,Female,13,29,9,13,Basic,Quarterly,2153.49,16
1814,45,Female,44,18,8,15,Basic,Annual,3335.12,24
1815,22,Male,51,18,6,14,Standard,Annual,4467.69,32
1816,30,Female,26,26,9,10,Premium,Monthly,4696.72,6
1817,34,Female,55,25,3,1,Basic,Quarterly,4556.92,49
1818,67,Male,55,12,5,22,Standard,Monthly,3324.0,45
1819,57,Female,1,25,5,23,Basic,Quarterly,3444.36,30
1820,62,Female,8,25,5,29,Standard,Annual,111.68,23
1821,49,Female,4,1,1,17,Premium,Monthly,1882.28,19
1822,46,Male,21,23,4,3,Basic,Quarterly,4543.6,25
1823,68,Male,22,12,6,14,Standard,Annual,3479.13,25
1824,20,Male,51,11,5,11,Standard,Quarterly,2392.81,52
1825,57,Female,53,13,2,26,Basic,Annual,610.84,2
1826,51,Male,58,3,4,26,Standard,Quarterly,1306.95,10
1827,57,Female,37,27,7,2,Basic,Monthly,2819.12,41
1828,44,Female,49,25,4,3,Standard,Quarterly,4497.76,53
1829,30,Female,3,8,9,20,Basic,Monthly,569.48,27
1830,62,Male,19,3,2,15,Premium,Monthly,853.4,44
1831,50,Male,1,17,8,5,Basic,Monthly,3309.52,8
1832,23,Female,29,25,2,1,Standard,Annual,1541.33,41
1833,41,Female,23,13,1,25,Premium,Monthly,931.55,43
1834,36,Male,33,10,5,21,Premium,Monthly,974.34,33
1835,33,Male,55,17,7,8,Basic,Monthly,2513.8,43
1836,57,Male,52,3,5,11,Basic,Annual,2960.35,19
1837,45,Female,41,13,0,11,Basic,Quarterly,4531.31,55
1838,50,Male,23,22,7,26,Premium,Annual,2696.1,30
1839,65,Male,5,6,0,23,Premium,Annual,3487.24,34
1840,58,Male,7,14,8,13,Basic,Quarterly,985.36,14
1841,30,Female,57,27,7,16,Standard,Quarterly,3595.96,36
1842,60,Male,58,10,5,8,Premium,Monthly,3278.6,20
1843,62,Female,6,20,1,11,Basic,Monthly,1159.29,23
1844,42,Female,49,16,8,26,Standard,Quarterly,3379.95,15
1845,59,Female,22,18,7,9,Basic,Quarterly,1136.31,2
1846,53,Male,49,13,3,10,Premium,Annual,3008.53,24
1847,44,Male,13,10,1,1,Premium,Annual,3377.36,24
1848,55,Male,12,6,5,27,Basic,Annual,3497.42,31
1849,24,Female,4,10,0,15,Standard,Quarterly,4555.41,16
1850,22,Male,8,5,6,26,Premium,Monthly,4744.4,54
1851,60,Female,37,29,0,0,Basic,Annual,4069.97,4
1852,62,Male,31,6,5,21,Basic,Annual,4405.87,34
1853,68,Male,37,7,4,28,Standard,Quarterly,194.71,15
1854,48,Male,45,11,9,0,Standard,Annual,1877.07,19
1855,40,Male,26,16,2,21,Premium,Quarterly,294.64,19
1856,59,Female,43,25,5,1,Standard,Monthly,1201.74,48
1857,27,Female,8,12,3,11,Standard,Annual,1970.45,44
1858,49,Female,40,12,5,26,Premium,Annual,4351.12,35
1859,60,Female,33,23,3,22,Basic,Annual,2607.6,20
1860,47,Male,45,20,0,22,Premium,Quarterly,3279.42,47
1861,56,Female,29,26,4,27,Premium,Quarterly,1877.8,39
1862,48,Female,5,5,7,19,Standard,Monthly,3054.29,41
1863,35,Female,28,16,5,17,Standard,Quarterly,4096.13,58
1864,53,Male,53,29,9,11,Basic,Annual,1576.08,29
1865,19,Female,40,6,8,26,Standard,Annual,4668.06,15
1866,31,Female,17,29,3,22,Basic,Quarterly,1145.24,20
1867,30,Male,55,9,9,0,Basic,Monthly,4604.58,32
1868,46,Male,23,5,8,27,Basic,Quarterly,238.66,13
1869,29,Female,45,21,7,26,Premium,Quarterly,2759.49,7
1870,56,Female,9,23,2,10,Standard,Annual,4927.35,58
1871,19,Male,2,16,5,1,Standard,Annual,3087.92,54
1872,49,Female,32,18,3,11,Basic,Annual,2818.82,16
1873,30,Male,51,19,0,1,Standard,Quarterly,3444.1,10
1874,63,Female,52,12,8,16,Basic,Quarterly,1517.58,57
1875,44,Female,49,2,3,24,Standard,Monthly,364.19,56
1876,66,Female,31,26,4,5,Premium,Annual,1330.21,2
1877,58,Female,7,10,2,15,Standard,Monthly,963.61,51
1878,34,Female,30,12,3,18,Basic,Annual,4625.49,38
1879,57,Male,58,14,8,27,Premium,Monthly,4276.08,53
1880,48,Male,3,18,6,5,Standard,Annual,1656.8,18
1881,51,Female,51,19,7,6,Premium,Quarterly,4196.74,34
1882,41,Female,51,6,2,18,Basic,Annual,1137.59,21
1883,62,Female,56,5,2,19,Basic,Monthly,1077.94,21
1884,52,Male,9,27,6,25,Standard,Monthly,3860.92,1
1885,65,Male,10,16,7,16,Basic,Annual,1701.96,15
1886,23,Male,46,14,4,5,Standard,Quarterly,417.48,10
1887,36,Male,50,13,0,14,Basic,Annual,3627.93,59
1888,47,Male,58,21,2,21,Basic,Quarterly,4949.05,35
1889,24,Male,47,2,4,8,Basic,Annual,2873.29,25
1890,27,Male,26,2,2,1,Standard,Quarterly,1391.97,32
1891,58,Male,1,12,0,4,Standard,Annual,1927.24,31
1892,49,Female,30,1,6,20,Standard,Annual,3278.38,10
1893,51,Male,57,19,0,22,Standard,Quarterly,3536.76,3
1894,45,Male,38,28,9,4,Basic,Quarterly,4443.03,22
1895,32,Male,15,28,5,11,Premium,Annual,4553.29,38
1896,47,Male,25,27,5,29,Standard,Monthly,4320.26,2
1897,54,Female,6,16,6,9,Basic,Quarterly,3277.61,23
1898,46,Male,18,7,0,3,Basic,Monthly,2304.28,57
1899,39,Female,1,27,2,11,Standard,Monthly,3428.6,41
1900,21,Female,56,21,8,14,Standard,Monthly,3366.17,40
1901,37,Female,3,7,1,9,Basic,Monthly,1168.12,53
1902,49,Male,17,16,4,27,Standard,Annual,2587.01,24
1903,53,Male,48,25,2,29,Standard,Quarterly,1120.25,32
1904,67,Male,8,6,4,17,Premium,Annual,4505.71,57
1905,21,Female,49,18,6,23,Premium,Annual,1683.91,33
1906,44,Female,40,1,0,4,Standard,Annual,4046.59,49
1907,34,Female,17,1,2,12,Premium,Annual,1948.41,27
1908,29,Female,25,26,5,3,Premium,Annual,3842.31,13
1909,39,Male,41,25,6,8,Standard,Quarterly,1182.47,37
1910,34,Male,12,14,9,17,Basic,Annual,3842.34,39
1911,27,Male,29,6,2,2,Basic,Annual,979.71,29
1912,18,Female,25,6,3,23,Basic,Annual,2505.01,41
1913,39,Female,51,4,5,10,Basic,Monthly,656.77,25
1914,43,Male,36,12,4,3,Premium,Annual,2686.7,46
1915,35,Male,53,18,8,8,Premium,Quarterly,4121.5,19
1916,67,Female,54,10,0,25,Standard,Quarterly,3802.18,1
1917,31,Male,25,3,4,28,Standard,Quarterly,348.5,35
1918,64,Male,29,3,0,11,Basic,Monthly,2511.67,16
1919,46,Female,11,8,7,25,Basic,Quarterly,4275.9,8
1920,29,Female,4,22,6,9,Standard,Monthly,3285.51,7
1921,53,Female,14,23,4,9,Standard,Quarterly,390.09,21
1922,52,Male,46,25,5,8,Basic,Monthly,1695.6,11
1923,69,Female,38,1,3,9,Premium,Quarterly,2827.28,26
1924,29,Male,17,18,8,8,Premium,Annual,945.99,15
1925,24,Male,2,15,2,0,Premium,Quarterly,3441.38,57
1926,46,Female,8,25,1,21,Premium,Quarterly,3210.75,45
1927,28,Male,36,21,6,15,Premium,Quarterly,1091.98,52
1928,50,Female,10,20,1,25,Standard,Annual,2796.95,6
1929,23,Female,7,17,5,13,Standard,Monthly,4077.42,37
1930,64,Male,36,25,7,12,Basic,Monthly,1936.65,54
1931,32,Male,16,11,2,5,Standard,Annual,1310.23,4
1932,49,Female,14,13,2,13,Standard,Annual,3535.98,19
1933,68,Female,16,25,2,7,Standard,Monthly,446.94,47
1934,28,Female,25,20,0,22,Standard,Monthly,4180.1,21
1935,40,Female,41,25,8,22,Basic,Monthly,4722.95,37
1936,43,Female,4,10,4,17,Standard,Monthly,4827.46,43
1937,51,Female,29,13,8,28,Standard,Monthly,2219.44,18
1938,63,Male,56,17,4,27,Basic,Annual,3153.69,42
1939,51,Male,6,21,6,26,Standard,Monthly,4301.09,48
1940,46,Male,1,1,0,19,Basic,Monthly,1194.78,36
1941,21,Male,39,20,8,0,Premium,Quarterly,235.74,51
1942,34,Female,1,16,0,11,Premium,Annual,1984.37,55
1943,52,Male,51,16,3,26,Standard,Annual,4433.42,37
1944,30,Male,40,28,6,10,Standard,Monthly,2574.85,15
1945,58,Female,57,21,8,12,Standard,Quarterly,2698.07,38
1946,56,Male,3,27,0,22,Standard,Quarterly,3488.22,59
1947,32,Female,1,3,5,3,Premium,Monthly,2915.13,55
1948,46,Female,1,2,9,24,Premium,Quarterly,366.94,2
1949,46,Female,39,6,4,5,Standard,Monthly,2848.21,42
1950,28,Female,21,11,2,21,Basic,Annual,3275.0,52
1951,69,Female,45,29,9,24,Basic,Quarterly,3243.82,31
1952,49,Male,30,3,1,12,Premium,Monthly,3668.89,6
1953,19,Male,32,26,0,23,Basic,Monthly,2647.61,19
1954,64,Male,33,1,1,21,Standard,Monthly,4510.29,38
1955,31,Female,48,11,3,12,Standard,Annual,2374.88,58
1956,37,Male,22,13,5,5,Standard,Quarterly,2639.11,15
1957,39,Male,30,5,4,21,Standard,Annual,3923.5,33
1958,28,Male,54,18,3,3,Standard,Annual,4182.85,40
1959,44,Male,46,15,7,20,Basic,Quarterly,3276.97,26
1960,20,Female,4,18,6,2,Basic,Annual,719.23,53
1961,34,Male,23,15,3,24,Premium,Monthly,1726.57,30
1962,61,Female,55,20,9,29,Premium,Quarterly,198.76,11
1963,45,Female,44,20,4,14,Basic,Annual,1547.7,46
1964,46,Male,25,20,9,10,Basic,Quarterly,2894.2,1
1965,38,Female,12,7,4,1,Premium,Annual,4045.63,14
1966,64,Female,17,17,2,26,Standard,Monthly,2969.68,58
1967,33,Female,53,29,8,22,Premium,Annual,295.48,10
1968,54,Female,15,8,4,16,Premium,Quarterly,1369.62,59
1969,37,Female,10,28,9,25,Basic,Annual,2932.5,17
1970,23,Female,35,13,1,27,Premium,Monthly,3574.33,11
1971,36,Female,55,26,3,22,Premium,Monthly,4345.62,42
1972,22,Male,52,16,3,1,Basic,Monthly,4841.46,15
1973,20,Male,52,25,4,20,Standard,Annual,4469.75,12
1974,18,Female,29,10,7,0,Standard,Quarterly,2389.91,3
1975,55,Female,12,29,4,4,Standard,Annual,3759.95,22
1976,32,Male,1,14,0,26,Basic,Annual,1278.59,50
1977,51,Male,1,6,1,19,Premium,Annual,412.77,56
1978,52,Male,10,20,2,16,Standard,Quarterly,369.84,59
1979,66,Male,18,22,2,27,Premium,Monthly,1282.4,26
1980,42,Female,47,26,9,29,Basic,Monthly,283.95,39
1981,41,Female,2,7,5,0,Standard,Monthly,4266.33,43
1982,29,Male,49,6,8,6,Standard,Quarterly,2500.61,50
1983,35,Male,8,27,9,28,Premium,Annual,4073.41,49
1984,32,Male,22,17,0,2,Standard,Annual,4705.5,23
1985,61,Male,22,21,5,25,Basic,Annual,4970.15,16
1986,33,Female,26,24,8,15,Premium,Quarterly,4692.1,55
1987,44,Male,26,8,3,15,Premium,Annual,3611.13,3
1988,25,Male,9,12,9,11,Standard,Quarterly,2265.7,30
1989,63,Male,21,26,2,8,Standard,Monthly,3030.13,58
1990,42,Female,31,25,5,24,Standard,Monthly,4100.83,13
1991,34,Female,52,4,5,13,Standard,Quarterly,4498.02,8
1992,46,Female,43,10,1,11,Premium,Monthly,4786.7,24
1993,25,Male,6,6,4,25,Premium,Quarterly,3679.97,5
1994,32,Male,56,7,0,26,Standard,Annual,2745.77,7
1995,44,Male,14,21,8,24,Premium,Monthly,4845.02,51
1996,63,Female,33,27,8,15,Basic,Monthly,4797.26,54
1997,67,Female,7,8,2,16,Premium,Annual,2440.01,51
1998,69,Male,24,3,4,11,Basic,Annual,3278.43,27
1999,24,Male,9,8,2,3,Basic,Quarterly,4065.41,12
2000,20,Female,11,15,6,16,Basic,Monthly,2222.09,41
2001,46,Male,56,21,0,0,Standard,Annual,4163.95,55
2002,61,Male,23,1,4,29,Premium,Monthly,646.13,49
2003,41,Male,48,13,5,24,Basic,Monthly,2457.64,56
2004,20,Female,51,22,6,20,Standard,Monthly,2464.8,25
2005,37,Male,2,18,2,16,Premium,Monthly,3454.82,42
2006,63,Male,15,15,6,10,Premium,Quarterly,670.42,50
2007,32,Male,35,7,3,18,Standard,Annual,605.73,33
2008,42,Male,36,15,9,22,Premium,Monthly,4512.91,15
2009,47,Female,52,25,5,29,Standard,Annual,1588.33,31
2010,31,Female,54,3,4,17,Standard,Annual,1701.92,11
2011,24,Female,28,26,3,19,Standard,Quarterly,3906.62,36
2012,34,Male,39,14,5,1,Premium,Quarterly,2133.05,57
2013,61,Female,44,20,2,8,Standard,Monthly,4181.33,6
2014,37,Male,4,4,2,27,Standard,Monthly,2067.2,59
2015,53,Female,10,4,4,8,Premium,Quarterly,3826.94,45
2016,26,Male,6,3,4,11,Basic,Annual,2674.02,26
2017,55,Female,57,5,8,29,Standard,Annual,4685.56,8
2018,65,Female,30,25,3,12,Standard,Quarterly,1704.21,39
2019,39,Female,54,11,4,15,Basic,Monthly,1877.18,37
2020,19,Male,46,8,8,28,Premium,Monthly,4852.93,37
2021,41,Male,35,26,3,12,Premium,Monthly,3713.87,48
2022,25,Male,49,2,2,22,Premium,Quarterly,3885.58,30
2023,28,Female,43,28,6,13,Standard,Quarterly,1550.29,38
2024,30,Male,10,16,6,6,Basic,Annual,2707.02,16
2025,34,Male,58,25,7,1,Premium,Quarterly,1636.35,15
2026,25,Male,53,28,3,11,Basic,Monthly,1373.36,38
2027,38,Male,32,10,3,25,Premium,Annual,2722.68,53
2028,35,Male,42,18,8,27,Standard,Monthly,4940.03,8
2029,47,Male,42,7,9,23,Premium,Monthly,1151.65,35
2030,35,Female,3,5,6,16,Basic,Annual,1288.35,9
2031,63,Female,56,29,2,23,Basic,Monthly,1291.33,21
2032,64,Male,26,7,8,4,Basic,Annual,3979.34,41
2033,48,Female,15,21,4,28,Standard,Monthly,2601.36,5
2034,55,Female,17,28,3,19,Premium,Monthly,1985.36,19
2035,49,Male,27,6,0,9,Standard,Annual,4234.57,57
2036,28,Male,18,24,8,17,Standard,Monthly,1557.7,48
2037,62,Female,51,1,5,2,Basic,Monthly,2021.87,16
2038,42,Male,19,29,1,12,Basic,Annual,460.74,18
2039,50,Female,12,11,6,12,Standard,Annual,682.66,12
2040,55,Female,24,13,2,9,Standard,Annual,769.98,16
2041,58,Female,5,12,5,28,Premium,Quarterly,1800.18,5
2042,25,Male,24,1,7,1,Basic,Monthly,2668.02,3
2043,28,Female,27,21,2,26,Basic,Annual,103.65,7
2044,39,Male,48,15,4,27,Basic,Monthly,1030.67,52
2045,68,Male,30,1,5,15,Premium,Annual,960.69,32
2046,41,Male,15,3,0,3,Premium,Monthly,1341.4,31
2047,58,Male,47,26,9,18,Basic,Monthly,913.8,14
2048,34,Male,59,15,6,4,Basic,Annual,1056.13,24
2049,29,Female,38,9,3,6,Standard,Annual,4921.01,48
2050,63,Male,44,14,9,8,Standard,Quarterly,3014.18,33
2051,49,Male,34,29,6,4,Premium,Annual,3837.2,5
2052,32,Male,27,23,6,7,Basic,Annual,4114.78,8
2053,33,Male,20,28,4,1,Standard,Annual,3371.63,2
2054,39,Male,41,22,7,21,Standard,Quarterly,3549.99,54
2055,45,Female,32,24,7,23,Basic,Monthly,3198.19,39
2056,37,Male,4,8,4,24,Basic,Quarterly,3281.93,38
2057,50,Male,5,22,4,26,Standard,Monthly,4649.4,42
2058,27,Female,53,4,6,19,Basic,Annual,1010.12,35
2059,57,Male,58,20,5,19,Basic,Annual,1446.18,38
2060,49,Female,8,20,3,6,Premium,Annual,556.97,55
2061,67,Female,22,6,1,28,Standard,Quarterly,4202.89,51
2062,50,Female,42,1,7,3,Standard,Quarterly,2298.9,58
2063,19,Female,7,28,2,20,Premium,Annual,4544.81,34
2064,50,Male,22,18,1,14,Premium,Quarterly,2117.21,51
2065,50,Male,46,6,9,17,Standard,Annual,2268.81,30
2066,58,Female,30,14,6,1,Standard,Quarterly,2296.95,49
2067,30,Female,37,11,9,26,Basic,Annual,3101.22,23
2068,47,Male,16,17,5,13,Basic,Quarterly,3854.01,4
2069,50,Female,15,9,7,9,Standard,Monthly,1821.33,35
2070,30,Female,5,28,5,4,Basic,Annual,3187.81,14
2071,69,Female,3,22,6,11,Basic,Quarterly,1099.44,22
2072,43,Male,23,7,1,9,Basic,Quarterly,2814.83,30
2073,39,Female,10,14,9,25,Premium,Annual,2778.27,3
2074,56,Male,5,28,1,28,Standard,Quarterly,4454.71,11
2075,19,Male,23,17,5,17,Standard,Monthly,4489.64,10
2076,55,Male,15,8,8,27,Standard,Monthly,2487.33,3
2077,56,Female,18,28,2,5,Basic,Quarterly,220.54,41
2078,43,Female,25,16,9,27,Basic,Annual,4238.65,48
2079,63,Male,8,12,7,21,Premium,Quarterly,103.05,50
2080,67,Male,31,12,4,11,Premium,Quarterly,2443.44,5
2081,32,Male,21,28,5,23,Standard,Monthly,196.97,58
2082,51,Female,2,28,5,27,Premium,Quarterly,1827.7,15
2083,59,Female,22,5,9,0,Premium,Annual,3220.15,58
2084,61,Male,8,5,2,6,Basic,Monthly,1918.88,48
2085,66,Male,23,14,4,11,Standard,Quarterly,4641.77,50
